order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel
ORD000343,2026-01-24 15:07:00,C0008,P033,4,12900,0.0,Mobile App
ORD000344,2026-01-03 07:19:00,C0140,P032,4,23310.0,0.0,Marketplace
ORD000345,2026-01-06 18:55:00,C0129,P012,1,940.5,0.0,Web
ORD000346,2026-01-17 20:22:00,C0018,P021,4,24605.0,0.0,Web
ORD000347,2026-01-02 23:31:00,C0145,P037,1,25900,0.0,Mobile App
ORD000348,2026-01-08 09:01:00,C0079,P010,4,891.0,0.0,Marketplace
ORD000349,2026-01-13 15:09:00,C0011,P027,4,23310.0,0.1,Mobile App
ORD000350,2026-01-11 09:57:00,C0155,P024,2,269.1,0.05,Mobile App
ORD000351,2026-01-17 17:41:00,C0119,P030,2,499,0.0,Marketplace
ORD000352,2026-01-21 13:44:00,C0076,P022,1,449.1,0.05,Marketplace
ORD000353,2026-01-22 13:13:00,C0032,P006,1,299,0.0,Marketplace
ORD000354,2026-01-19 08:37:00,C0032,P023,1,299,0.0,Marketplace
ORD000355,2026-01-10 07:21:00,C0112,P016,1,1564.5,0.0,Marketplace
ORD000356,2026-01-02 23:47:00,C0158,P016,2,1564.5,0.05,Marketplace
ORD000357,2026-01-18 15:19:00,C0087,P020,2,449.1,0.05,Marketplace
ORD000358,2026-01-05 18:00:00,C0063,P002,4,1415.5,0.1,Mobile App
ORD000359,2026-01-14 22:16:00,C0151,P016,1,1564.5,0.0,Marketplace
ORD000360,2026-01-24 07:27:00,C0009,P015,2,269.1,0.0,Marketplace
ORD000056,2026-01-07 05:17:00,C0083,P017,1,990,0.0,Web
