order_id,ordered_at,customer_id,product_id,qty,unit_price,discount_pct,channel
ORD000729,16/02/2026 22:43,C0064,P040,3,3591.0,5%,Mobile App
ORD000730,22/02/2026 02:03,C0042,P010,1,990,0%,Web
ORD000731,20/02/2026 20:06,C0156,P007,1,23310.0,0%,Mobile App
ORD000732,22/02/2026 09:06,C0019,P021,2,25900,0%,Mobile App
ORD000733,20/02/2026 07:18,C0030,P022,2,499,0%,Marketplace
ORD000734,06/02/2026 18:28,C0165,P035,1,25900,5%,Mobile App
ORD000735,16/02/2026 16:19,C0092,P032,1,25900,0%,Web
ORD000736,27/02/2026 17:04,C0022,P003,1,25900,10%,Mobile App
ORD000737,25/02/2026 13:07,C0003,P032,1,25900,0%,Web
ORD000738,10/02/2026 06:24,C0105,P024,2,313.95,5%,Mobile App
ORD000739,10/02/2026 10:59,C0114,P035,2,27195.0,0%,Marketplace
ORD000740,08/02/2026 18:37,C0012,P015,2,284.05,5%,Marketplace
ORD000741,19/02/2026 02:17,C0145,P024,2,313.95,0%,Marketplace
ORD000742,11/02/2026 14:38,C0079,P033,3,13545.0,0%,Marketplace
ORD000743,14/02/2026 15:45,C0041,P005,1,299,5%,Marketplace
ORD000744,26/02/2026 07:55,C0148,P026,1,12255.0,0%,Mobile App
ORD000745,13/02/2026 18:44,C0045,P037,2,25900,0%,Mobile App
ORD000746,24/02/2026 06:03,C0148,P011,1,27195.0,0%,Marketplace
ORD000747,25/02/2026 20:17,C0147,P035,4,25900,5%,Web
ORD000748,16/02/2026 22:38,C0150,P003,4,25900,5%,Mobile App
ORD000749,27/02/2026 04:04,C0148,P024,2,269.1,5%,Marketplace
ORD000750,17/02/2026 15:20,C0115,P002,4,1490,0%,Web
ORD000416,06/02/2026 05:45,C0109,P023,2,299,0%,Mobile App
